idx,wer_low,wer_med,wer_high
63,0.17333333333333334,0.18666666666666668,0.21333333333333335
64,0.22058823529411764,0.20588235294117646,0.17647058823529413
65,0.1527777777777778,0.1527777777777778,0.16666666666666666
66,0.2159090909090909,0.25,0.2159090909090909
67,0.05555555555555555,0.05555555555555555,0.09259259259259259
68,0.21212121212121213,0.21212121212121213,0.21212121212121213
69,0.25675675675675674,0.25675675675675674,0.25675675675675674
70,0.3157894736842105,0.32456140350877194,0.32456140350877194
71,0.10843373493975904,0.0963855421686747,0.10843373493975904
72,0.12121212121212122,0.09090909090909091,0.13636363636363635
73,0.13924050632911392,0.11392405063291139,0.13924050632911392
74,0.35064935064935066,0.23376623376623376,0.22077922077922077
75,0.28169014084507044,0.28169014084507044,0.28169014084507044
76,0.25510204081632654,0.2653061224489796,0.2653061224489796
77,0.4090909090909091,0.39090909090909093,0.44545454545454544
78,0.22077922077922077,0.22077922077922077,0.23376623376623376
79,0.1111111111111111,0.12345679012345678,0.14814814814814814
80,0.038461538461538464,0.0641025641025641,0.07692307692307693
81,0.32051282051282054,0.23076923076923078,0.23076923076923078
82,0.11428571428571428,0.1,0.1
83,0.12307692307692308,0.12307692307692308,0.09230769230769231
84,0.10344827586206896,0.10344827586206896,0.11494252873563218
85,0.1388888888888889,0.18055555555555555,0.2222222222222222
86,0.13333333333333333,0.13333333333333333,0.12222222222222222
87,0.23809523809523808,0.22857142857142856,0.26666666666666666
88,0.1875,0.15625,0.171875
89,0.20270270270270271,0.1891891891891892,0.17567567567567569
90,0.08333333333333333,0.08333333333333333,0.08333333333333333
91,0.13253012048192772,0.10843373493975904,0.12048192771084337
92,0.05194805194805195,0.09090909090909091,0.03896103896103896
93,0.20652173913043478,0.17391304347826086,0.1956521739130435
94,0.22580645161290322,0.22580645161290322,0.22580645161290322
95,0.2,0.2,0.225
96,0.16393442622950818,0.21311475409836064,0.21311475409836064
97,0.2,0.21428571428571427,0.21428571428571427
98,0.22988505747126436,0.20689655172413793,0.21839080459770116
99,0.08860759493670886,0.16455696202531644,0.10126582278481013
100,0.2,0.2153846153846154,0.27692307692307694
101,0.06666666666666667,0.06666666666666667,0.06666666666666667
102,0.1686746987951807,0.18072289156626506,0.20481927710843373
103,0.07142857142857142,0.07142857142857142,0.07142857142857142
104,0.23809523809523808,0.26666666666666666,0.2761904761904762
105,0.1038961038961039,0.1038961038961039,0.1038961038961039
106,0.21176470588235294,0.2,0.25882352941176473
107,0.08860759493670886,0.08860759493670886,0.10126582278481013
108,0.23076923076923078,0.23076923076923078,0.27884615384615385
109,0.16666666666666666,0.15555555555555556,0.17777777777777778
110,0.10256410256410256,0.14102564102564102,0.16666666666666666
111,0.14814814814814814,0.14814814814814814,0.2345679012345679
112,0.2727272727272727,0.2545454545454545,0.2545454545454545
113,0.11904761904761904,0.11904761904761904,0.13095238095238096
114,0.1044776119402985,0.11940298507462686,0.13432835820895522
115,0.2608695652173913,0.2608695652173913,0.2898550724637681
116,0.1927710843373494,0.1927710843373494,0.18072289156626506
117,0.2755102040816326,0.30612244897959184,0.2857142857142857
118,0.13253012048192772,0.13253012048192772,0.13253012048192772
119,0.12790697674418605,0.16279069767441862,0.16279069767441862
120,0.2,0.23529411764705882,0.23529411764705882
121,0.2911392405063291,0.27848101265822783,0.3291139240506329
122,0.4368932038834951,0.44660194174757284,0.4368932038834951
123,0.44871794871794873,0.44871794871794873,0.46153846153846156
124,0.175,0.1625,0.175
125,0.14492753623188406,0.13043478260869565,0.15942028985507245
126,0.3111111111111111,0.34444444444444444,0.4888888888888889
127,0.2727272727272727,0.22077922077922077,0.36363636363636365
128,0.13636363636363635,0.10606060606060606,0.15151515151515152
129,0.3333333333333333,0.3793103448275862,0.4942528735632184
130,0.3291139240506329,0.35443037974683544,0.4050632911392405
131,0.38235294117647056,0.39215686274509803,0.4411764705882353
132,0.14634146341463414,0.13414634146341464,0.15853658536585366
133,0.29896907216494845,0.30927835051546393,0.28865979381443296
134,0.16666666666666666,0.1527777777777778,0.2916666666666667
135,0.3333333333333333,0.34615384615384615,0.3717948717948718
136,0.15,0.2,0.2875
137,0.08974358974358974,0.10256410256410256,0.21794871794871795
138,0.32894736842105265,0.19736842105263158,0.2631578947368421
139,0.1728395061728395,0.2345679012345679,0.2839506172839506
140,0.45918367346938777,0.45918367346938777,0.45918367346938777
141,0.24242424242424243,0.24242424242424243,0.42424242424242425
142,0.2638888888888889,0.2638888888888889,0.2916666666666667
143,0.23529411764705882,0.3088235294117647,0.5147058823529411
144,0.21052631578947367,0.24210526315789474,0.25263157894736843
145,0.08860759493670886,0.1518987341772152,0.20253164556962025
146,0.2159090909090909,0.2159090909090909,0.2840909090909091
147,0.10810810810810811,0.10810810810810811,0.21621621621621623
148,0.2727272727272727,0.25,0.4318181818181818
149,0.05,0.05,0.15
150,0.35789473684210527,0.47368421052631576,0.3894736842105263
151,0.16666666666666666,0.2916666666666667,0.2916666666666667
152,0.20224719101123595,0.2247191011235955,0.43820224719101125
153,0.11842105263157894,0.14473684210526316,0.18421052631578946
154,0.37349397590361444,0.3132530120481928,0.37349397590361444
155,0.1875,0.21875,0.359375
156,0.08974358974358974,0.11538461538461539,0.14102564102564102
157,0.2830188679245283,0.2641509433962264,0.2830188679245283
158,0.17105263157894737,0.2236842105263158,0.3157894736842105
159,0.4657534246575342,0.4520547945205479,0.4520547945205479
160,0.30612244897959184,0.336734693877551,0.37755102040816324
161,0.1527777777777778,0.1527777777777778,0.16666666666666666
162,0.39285714285714285,0.4642857142857143,0.6309523809523809
163,0.0875,0.1125,0.1375
164,0.17073170731707318,0.21951219512195122,0.25609756097560976
165,0.42045454545454547,0.38636363636363635,0.4772727272727273
166,0.21176470588235294,0.2823529411764706,0.29411764705882354
167,0.3548387096774194,0.5161290322580645,0.6129032258064516
168,0.25333333333333335,0.5333333333333333,0.72
169,0.3764705882352941,0.38823529411764707,0.43529411764705883
170,0.2571428571428571,0.44285714285714284,0.6857142857142857
171,0.22077922077922077,0.22077922077922077,0.2727272727272727
172,0.22580645161290322,0.3763440860215054,0.3548387096774194
173,0.4142857142857143,0.4714285714285714,0.45714285714285713
174,0.29577464788732394,0.29577464788732394,0.4225352112676056
175,0.27631578947368424,0.25,0.2236842105263158
176,0.323943661971831,0.323943661971831,0.4507042253521127
177,0.2,0.3384615384615385,0.5692307692307692
178,0.1927710843373494,0.25301204819277107,0.3614457831325301
179,0.4117647058823529,0.4823529411764706,0.49411764705882355
180,0.3088235294117647,0.35294117647058826,0.6323529411764706
181,0.359375,0.453125,0.546875
182,0.5111111111111111,0.4888888888888889,0.5333333333333333
183,0.44642857142857145,0.44642857142857145,0.5892857142857143
184,0.07407407407407407,0.18518518518518517,0.30864197530864196
185,0.2087912087912088,0.2857142857142857,0.37362637362637363
186,0.35365853658536583,0.2926829268292683,0.4146341463414634
187,0.4777777777777778,0.36666666666666664,0.5777777777777777
188,0.25,0.35,0.3875
189,0.2878787878787879,0.2878787878787879,0.30303030303030304
190,0.25,0.4659090909090909,0.5227272727272727
191,0.136986301369863,0.1917808219178082,0.2465753424657534
192,0.19696969696969696,0.16666666666666666,0.25757575757575757
193,0.42696629213483145,0.4606741573033708,0.5056179775280899
194,0.3103448275862069,0.367816091954023,0.3563218390804598
195,0.3875,0.3875,0.5125
196,0.3411764705882353,0.4235294117647059,0.4117647058823529
197,0.21794871794871795,0.24358974358974358,0.28205128205128205
198,0.23809523809523808,0.30158730158730157,0.3333333333333333
199,0.16901408450704225,0.1267605633802817,0.2676056338028169
200,0.17045454545454544,0.18181818181818182,0.3068181818181818
201,0.171875,0.234375,0.28125
202,0.1724137931034483,0.22413793103448276,0.27586206896551724
203,0.34285714285714286,0.5142857142857142,0.37142857142857144
204,0.21739130434782608,0.2391304347826087,0.32608695652173914
205,0.20430107526881722,0.3548387096774194,0.26881720430107525
206,0.4268292682926829,0.4634146341463415,0.45121951219512196
207,0.3333333333333333,0.4057971014492754,0.5652173913043478
208,0.18840579710144928,0.3188405797101449,0.4057971014492754
209,0.34545454545454546,0.2909090909090909,0.36363636363636365
210,0.22988505747126436,0.3448275862068966,0.40229885057471265
211,0.5217391304347826,0.4673913043478261,0.532608695652174
212,0.3561643835616438,0.3972602739726027,0.3972602739726027
213,0.18518518518518517,0.2777777777777778,0.2037037037037037
214,0.17721518987341772,0.13924050632911392,0.20253164556962025
215,0.13157894736842105,0.19736842105263158,0.2236842105263158
216,0.2903225806451613,0.27956989247311825,0.3333333333333333
217,0.3595505617977528,0.33707865168539325,0.4044943820224719
218,0.2549019607843137,0.30392156862745096,0.47058823529411764
219,0.2857142857142857,0.2755102040816326,0.35714285714285715
220,0.1875,0.22916666666666666,0.28125
221,0.25,0.32894736842105265,0.4605263157894737
222,0.3010752688172043,0.3118279569892473,0.3548387096774194
223,0.3424657534246575,0.1780821917808219,0.3150684931506849
224,0.3253012048192771,0.25301204819277107,0.5421686746987951
225,0.13725490196078433,0.09803921568627451,0.17647058823529413
226,0.2441860465116279,0.26744186046511625,0.36046511627906974
227,0.28125,0.53125,0.96875
228,0.5070422535211268,0.5774647887323944,0.7746478873239436
229,0.23529411764705882,0.17647058823529413,0.20588235294117646
230,0.32558139534883723,0.32558139534883723,0.38372093023255816
231,0.2857142857142857,0.2967032967032967,0.42857142857142855
232,0.1935483870967742,0.22580645161290322,0.3118279569892473
233,0.42,0.5,0.43
234,0.2222222222222222,0.3950617283950617,0.4074074074074074
235,0.26136363636363635,0.3522727272727273,0.375
236,0.11764705882352941,0.23529411764705882,0.25
237,0.14814814814814814,0.24691358024691357,0.2962962962962963
238,0.3411764705882353,0.24705882352941178,0.25882352941176473
239,0.38095238095238093,0.36904761904761907,0.42857142857142855
240,0.32142857142857145,0.4166666666666667,0.5357142857142857
241,0.2631578947368421,0.3815789473684211,0.42105263157894735
242,0.4126984126984127,0.38095238095238093,0.3492063492063492
243,0.3950617283950617,0.5432098765432098,0.41975308641975306
244,0.19101123595505617,0.25842696629213485,0.42696629213483145
245,0.2823529411764706,0.25882352941176473,0.35294117647058826
246,0.35294117647058826,0.36470588235294116,0.49411764705882355
247,0.27380952380952384,0.36904761904761907,0.34523809523809523
248,0.40217391304347827,0.44565217391304346,0.43478260869565216
249,0.20833333333333334,0.19444444444444445,0.2638888888888889
250,0.08641975308641975,0.18518518518518517,0.25925925925925924
251,0.23469387755102042,0.3979591836734694,0.46938775510204084
252,0.1875,0.1125,0.15
253,0.3048780487804878,0.3780487804878049,0.4268292682926829
254,0.34831460674157305,0.38202247191011235,0.550561797752809
255,0.3142857142857143,0.3619047619047619,0.3142857142857143
256,0.13333333333333333,0.16,0.26666666666666666
257,0.31746031746031744,0.2698412698412698,0.30158730158730157
258,0.3888888888888889,0.45555555555555555,0.43333333333333335
259,0.2054794520547945,0.2054794520547945,0.3972602739726027
260,0.5131578947368421,0.5131578947368421,0.5657894736842105
261,0.16666666666666666,0.16666666666666666,0.1794871794871795
262,0.18604651162790697,0.3023255813953488,0.3372093023255814
263,0.34285714285714286,0.4857142857142857,0.5142857142857142
264,0.16279069767441862,0.29069767441860467,0.5
265,0.3142857142857143,0.37142857142857144,0.6285714285714286
266,0.3880597014925373,0.31343283582089554,0.3582089552238806
267,0.38095238095238093,0.40476190476190477,0.42857142857142855
268,0.42696629213483145,0.5056179775280899,0.4606741573033708
269,0.10975609756097561,0.15853658536585366,0.2804878048780488
270,0.5154639175257731,0.30927835051546393,0.3917525773195876
271,0.28,0.26666666666666666,0.24
272,0.5,0.5,0.8068181818181818
273,0.13924050632911392,0.1518987341772152,0.26582278481012656
274,0.5480769230769231,0.5865384615384616,0.6634615384615384
275,0.19230769230769232,0.24358974358974358,0.358974358974359
276,0.21621621621621623,0.33783783783783783,0.25675675675675674
277,0.1375,0.3125,0.3625
278,0.2558139534883721,0.3372093023255814,0.37209302325581395
279,0.25757575757575757,0.16666666666666666,0.3181818181818182
280,0.22535211267605634,0.16901408450704225,0.22535211267605634
281,0.1111111111111111,0.14814814814814814,0.19753086419753085
282,0.21311475409836064,0.3114754098360656,0.18032786885245902
283,0.14492753623188406,0.13043478260869565,0.2028985507246377
284,0.3488372093023256,0.37209302325581395,0.3953488372093023
285,0.18072289156626506,0.2891566265060241,0.3253012048192771
286,0.3563218390804598,0.39080459770114945,0.4942528735632184
287,0.1016949152542373,0.22033898305084745,0.3728813559322034
288,0.38666666666666666,0.38666666666666666,0.36
289,0.3103448275862069,0.2988505747126437,0.4367816091954023
290,0.2087912087912088,0.24175824175824176,0.2967032967032967
291,0.08771929824561403,0.10526315789473684,0.14035087719298245
292,0.4166666666666667,0.5595238095238095,0.5
293,0.24390243902439024,0.3170731707317073,0.5
294,0.2948717948717949,0.4230769230769231,0.47435897435897434
295,0.21212121212121213,0.22727272727272727,0.22727272727272727
296,0.08641975308641975,0.16049382716049382,0.35802469135802467
297,0.33783783783783783,0.3783783783783784,0.4864864864864865
298,0.2708333333333333,0.3541666666666667,0.46875
299,0.39325842696629215,0.4157303370786517,0.3707865168539326
300,0.2826086956521739,0.30434782608695654,0.358695652173913
301,0.3472222222222222,0.3472222222222222,0.2916666666666667
302,0.16483516483516483,0.16483516483516483,0.18681318681318682
303,0.2463768115942029,0.2898550724637681,0.4057971014492754
304,0.44339622641509435,0.4339622641509434,0.5849056603773585
305,0.08139534883720931,0.09302325581395349,0.26744186046511625
306,0.18,0.2,0.24
307,0.225,0.25,0.3125
308,0.2153846153846154,0.24615384615384617,0.2923076923076923
309,0.4,0.4588235294117647,0.43529411764705883
310,0.2875,0.225,0.2
311,0.4,0.42857142857142855,0.5857142857142857
312,0.07575757575757576,0.09090909090909091,0.2878787878787879
313,0.23376623376623376,0.2987012987012987,0.38961038961038963
314,0.4155844155844156,0.38961038961038963,0.42857142857142855
315,0.3125,0.375,0.425
316,0.09803921568627451,0.17647058823529413,0.19607843137254902
317,0.26744186046511625,0.3953488372093023,0.4883720930232558
318,0.18888888888888888,0.18888888888888888,0.2777777777777778
319,0.33653846153846156,0.38461538461538464,0.4423076923076923
320,0.2236842105263158,0.21052631578947367,0.18421052631578946
321,0.25609756097560976,0.2804878048780488,0.4024390243902439
322,0.39080459770114945,0.5172413793103449,0.6206896551724138
323,0.4631578947368421,0.43157894736842106,0.4631578947368421
324,0.5263157894736842,0.5789473684210527,0.8947368421052632
325,0.3181818181818182,0.4090909090909091,0.4431818181818182
326,0.3,0.35,0.3625
327,0.14864864864864866,0.16216216216216217,0.16216216216216217
328,0.33783783783783783,0.24324324324324326,0.35135135135135137
329,0.345679012345679,0.35802469135802467,0.3950617283950617
330,0.25,0.25,0.4880952380952381
331,0.20481927710843373,0.21686746987951808,0.27710843373493976
332,0.16176470588235295,0.14705882352941177,0.25
333,0.42857142857142855,0.42857142857142855,0.44285714285714284
334,0.2087912087912088,0.24175824175824176,0.31868131868131866
335,0.11688311688311688,0.12987012987012986,0.16883116883116883
336,0.30666666666666664,0.22666666666666666,0.24
337,0.2777777777777778,0.2638888888888889,0.25
338,0.17307692307692307,0.19230769230769232,0.4230769230769231
339,0.4126984126984127,0.47619047619047616,0.3968253968253968
340,0.11267605633802817,0.15492957746478872,0.18309859154929578
341,0.2077922077922078,0.2597402597402597,0.2597402597402597
342,0.3146067415730337,0.4943820224719101,0.8539325842696629
343,0.015625,0.03125,0.171875
344,0.30612244897959184,0.3163265306122449,0.32653061224489793
345,0.28888888888888886,0.2777777777777778,0.4111111111111111
346,0.16666666666666666,0.20833333333333334,0.18055555555555555
347,0.22972972972972974,0.24324324324324326,0.3783783783783784
348,0.11842105263157894,0.17105263157894737,0.2894736842105263
349,0.4605263157894737,0.4868421052631579,0.5921052631578947
350,0.375,0.4125,0.6125
351,0.41025641025641024,0.47435897435897434,0.9230769230769231
352,0.35384615384615387,0.36923076923076925,0.3076923076923077
353,0.27586206896551724,0.3563218390804598,0.3333333333333333
354,0.25287356321839083,0.2413793103448276,0.3103448275862069
355,0.26436781609195403,0.2413793103448276,0.3333333333333333
356,0.25757575757575757,0.3181818181818182,0.3939393939393939
357,0.25555555555555554,0.25555555555555554,0.32222222222222224
358,0.31521739130434784,0.40217391304347827,0.43478260869565216
359,0.10843373493975904,0.10843373493975904,0.18072289156626506
360,0.08,0.06,0.24
361,0.4225352112676056,0.4084507042253521,0.49295774647887325
362,0.4383561643835616,0.4520547945205479,0.3698630136986301
363,0.13253012048192772,0.1927710843373494,0.21686746987951808
364,0.21348314606741572,0.29213483146067415,0.29213483146067415
365,0.42168674698795183,0.5421686746987951,0.7469879518072289
366,0.3469387755102041,0.3673469387755102,0.41836734693877553
367,0.3707865168539326,0.3595505617977528,0.3146067415730337
368,0.3188405797101449,0.34782608695652173,0.3333333333333333
369,0.07352941176470588,0.14705882352941177,0.27941176470588236
370,0.21686746987951808,0.30120481927710846,0.42168674698795183
371,0.3157894736842105,0.3684210526315789,0.3157894736842105
372,0.2222222222222222,0.18518518518518517,0.2839506172839506
373,0.35294117647058826,0.4,0.3764705882352941
374,0.2631578947368421,0.3684210526315789,0.5263157894736842
375,0.10975609756097561,0.15853658536585366,0.1951219512195122
376,0.11627906976744186,0.1511627906976744,0.2441860465116279
377,0.1,0.21428571428571427,0.34285714285714286
378,0.16923076923076924,0.18461538461538463,0.24615384615384617
379,0.273972602739726,0.3698630136986301,0.5342465753424658
380,0.4155844155844156,0.5324675324675324,0.5844155844155844
381,0.2261904761904762,0.34523809523809523,0.25
382,0.3157894736842105,0.35526315789473684,0.5394736842105263
383,0.17647058823529413,0.2,0.27058823529411763
384,0.2077922077922078,0.2077922077922078,0.24675324675324675
385,0.2711864406779661,0.423728813559322,0.423728813559322
386,0.30120481927710846,0.3253012048192771,0.37349397590361444
387,0.16049382716049382,0.18518518518518517,0.2716049382716049
388,0.2465753424657534,0.273972602739726,0.273972602739726
389,0.3076923076923077,0.3076923076923077,0.4835164835164835
390,0.27586206896551724,0.2413793103448276,0.3448275862068966
391,0.34408602150537637,0.3978494623655914,0.5268817204301075
392,0.1590909090909091,0.17045454545454544,0.19318181818181818
393,0.16666666666666666,0.18181818181818182,0.22727272727272727
394,0.3010752688172043,0.2903225806451613,0.3010752688172043
395,0.32142857142857145,0.36904761904761907,0.44047619047619047
396,0.36,0.36,0.38666666666666666
397,0.29411764705882354,0.22058823529411764,0.23529411764705882
398,0.14893617021276595,0.19148936170212766,0.3191489361702128
399,0.16216216216216217,0.2702702702702703,0.28378378378378377
400,0.28125,0.234375,0.546875
401,0.22916666666666666,0.21875,0.20833333333333334
402,0.23170731707317074,0.24390243902439024,0.4146341463414634
403,0.2692307692307692,0.32051282051282054,0.4358974358974359
404,0.3522727272727273,0.36363636363636365,0.45454545454545453
405,0.2553191489361702,0.3191489361702128,0.3404255319148936
406,0.24719101123595505,0.2808988764044944,0.30337078651685395
407,0.136986301369863,0.1917808219178082,0.3424657534246575
408,0.18571428571428572,0.18571428571428572,0.21428571428571427
409,0.2692307692307692,0.28205128205128205,0.3974358974358974
410,0.2111111111111111,0.2,0.18888888888888888
411,0.4657534246575342,0.5068493150684932,0.4246575342465753
412,0.2653061224489796,0.32653061224489793,0.336734693877551
413,0.15294117647058825,0.1411764705882353,0.21176470588235294
414,0.38461538461538464,0.4230769230769231,0.46153846153846156
415,0.41836734693877553,0.46938775510204084,0.47959183673469385
416,0.10126582278481013,0.11392405063291139,0.1518987341772152
417,0.1917808219178082,0.2465753424657534,0.2602739726027397
418,0.15853658536585366,0.15853658536585366,0.23170731707317074
419,0.16417910447761194,0.1791044776119403,0.208955223880597
420,0.352112676056338,0.3380281690140845,0.352112676056338
421,0.3058823529411765,0.29411764705882354,0.4117647058823529
422,0.3875,0.4125,0.4625
423,0.11494252873563218,0.16091954022988506,0.1839080459770115
424,0.36486486486486486,0.35135135135135137,0.33783783783783783
425,0.4507042253521127,0.4507042253521127,0.4084507042253521
426,0.37349397590361444,0.4939759036144578,0.5180722891566265
427,0.1111111111111111,0.09876543209876543,0.12345679012345678
428,0.2127659574468085,0.2765957446808511,0.35106382978723405
429,0.19767441860465115,0.29069767441860467,0.313953488372093
430,0.2318840579710145,0.2463768115942029,0.37681159420289856
431,0.42857142857142855,0.39285714285714285,0.4880952380952381
432,0.3055555555555556,0.3055555555555556,0.3333333333333333
433,0.3541666666666667,0.4479166666666667,0.5729166666666666
434,0.18333333333333332,0.15,0.31666666666666665
435,0.5277777777777778,0.5740740740740741,0.5925925925925926
436,0.125,0.125,0.17045454545454544
437,0.3835616438356164,0.3972602739726027,0.3150684931506849
438,0.1375,0.1125,0.125
439,0.37142857142857144,0.4857142857142857,0.5142857142857142
440,0.41,0.45,0.5
441,0.0759493670886076,0.16455696202531644,0.3924050632911392
442,0.3924050632911392,0.4177215189873418,0.45569620253164556
443,0.46511627906976744,0.5,0.6046511627906976
444,0.3368421052631579,0.3894736842105263,0.4631578947368421
445,0.19444444444444445,0.2361111111111111,0.4305555555555556
446,0.1794871794871795,0.2564102564102564,0.41025641025641024
447,0.20833333333333334,0.25,0.3194444444444444
448,0.12359550561797752,0.1797752808988764,0.3707865168539326
449,0.2826086956521739,0.2608695652173913,0.32608695652173914
450,0.22807017543859648,0.2982456140350877,0.543859649122807
451,0.4666666666666667,0.45714285714285713,0.4857142857142857
452,0.23170731707317074,0.21951219512195122,0.35365853658536583
453,0.09090909090909091,0.10227272727272728,0.18181818181818182
454,0.2222222222222222,0.2962962962962963,0.2222222222222222
455,0.5,0.45454545454545453,0.5113636363636364
456,0.28125,0.359375,0.359375
457,0.25882352941176473,0.27058823529411763,0.29411764705882354
458,0.23170731707317074,0.24390243902439024,0.2926829268292683
459,0.12195121951219512,0.07317073170731707,0.12195121951219512
460,0.20987654320987653,0.2222222222222222,0.30864197530864196
461,0.3026315789473684,0.3157894736842105,0.3157894736842105
462,0.28431372549019607,0.3137254901960784,0.38235294117647056
463,0.19753086419753085,0.2345679012345679,0.30864197530864196
464,0.20512820512820512,0.10256410256410256,0.19230769230769232
465,0.25316455696202533,0.3291139240506329,0.31645569620253167
466,0.17391304347826086,0.2028985507246377,0.4057971014492754
467,0.1935483870967742,0.20430107526881722,0.25806451612903225
468,0.17142857142857143,0.2,0.2857142857142857
469,0.42528735632183906,0.5172413793103449,0.4482758620689655
470,0.5161290322580645,0.532258064516129,0.5645161290322581
471,0.13253012048192772,0.20481927710843373,0.20481927710843373
472,0.27586206896551724,0.3103448275862069,0.3103448275862069
473,0.26506024096385544,0.2891566265060241,0.3132530120481928
474,0.3287671232876712,0.3287671232876712,0.4794520547945205
475,0.09333333333333334,0.06666666666666667,0.10666666666666667
476,0.275,0.35,0.35
477,0.37037037037037035,0.5,0.5185185185185185
478,0.15584415584415584,0.2077922077922078,0.19480519480519481
479,0.2872340425531915,0.3191489361702128,0.2978723404255319
480,0.25,0.25,0.3020833333333333
481,0.14772727272727273,0.17045454545454544,0.20454545454545456
482,0.23170731707317074,0.3170731707317073,0.47560975609756095
483,0.35,0.38333333333333336,0.4666666666666667
484,0.325,0.325,0.375
485,0.34210526315789475,0.35526315789473684,0.3815789473684211
486,0.08064516129032258,0.22580645161290322,0.11290322580645161
487,0.41379310344827586,0.6206896551724138,0.4942528735632184
488,0.19718309859154928,0.36619718309859156,0.4647887323943662
489,0.13636363636363635,0.18181818181818182,0.24242424242424243
490,0.11538461538461539,0.20512820512820512,0.2564102564102564
491,0.39473684210526316,0.35526315789473684,0.3684210526315789
492,0.2876712328767123,0.4246575342465753,0.4657534246575342
493,0.2857142857142857,0.3163265306122449,0.3163265306122449
494,0.2823529411764706,0.24705882352941178,0.32941176470588235
495,0.35051546391752575,0.35051546391752575,0.4845360824742268
496,0.3333333333333333,0.24691358024691357,0.41975308641975306
497,0.3875,0.425,0.5125
498,0.1590909090909091,0.18181818181818182,0.18181818181818182
499,0.3333333333333333,0.4305555555555556,0.4722222222222222
500,0.08888888888888889,0.1111111111111111,0.15555555555555556
501,0.21686746987951808,0.1927710843373494,0.3614457831325301
502,0.15,0.1,0.3
503,0.14864864864864866,0.2702702702702703,0.36486486486486486
504,0.2028985507246377,0.2608695652173913,0.2753623188405797
505,0.38202247191011235,0.4044943820224719,0.5280898876404494
506,0.2289156626506024,0.25301204819277107,0.42168674698795183
507,0.12195121951219512,0.14634146341463414,0.15853658536585366
508,0.3108108108108108,0.3918918918918919,0.5135135135135135
